enterprise_id,date,industry,product,enterprise_type,daily_output_ton,daily_energy_kgce,daily_power_kwh,daily_coal_kg,daily_gas_m3,utilization_rate,unit_energy_kgce_per_ton
STEEL_A_001,2024-03-21,钢铁,螺纹钢,A类,12538.19,4299973.03,8967197.08,4320022.2,161653.12,91.4,342.95
STEEL_A_001,2024-03-22,钢铁,螺纹钢,A类,11971.12,4105497.18,8767570.19,4223850.28,154342.0,91.4,342.95
STEEL_A_001,2024-03-23,钢铁,螺纹钢,A类,5238.75,1796629.73,3549825.43,1710158.09,67542.47,91.4,342.95
STEEL_A_001,2024-03-24,钢铁,螺纹钢,A类,8666.9,2972311.69,6276477.62,3023745.59,111741.04,91.4,342.95
STEEL_A_001,2024-03-25,钢铁,螺纹钢,A类,15020.75,5151366.45,10120136.91,4875460.61,193660.39,91.4,342.95
STEEL_A_001,2024-03-26,钢铁,螺纹钢,A类,15854.24,5437210.58,11183751.3,5387865.74,204406.41,91.4,342.95
STEEL_A_001,2024-03-27,钢铁,螺纹钢,A类,16360.5,5610831.82,10851667.29,5227881.49,210933.53,91.4,342.95
STEEL_A_001,2024-03-28,钢铁,螺纹钢,A类,14556.47,4992143.02,10320807.57,4972135.38,187674.55,91.4,342.95
STEEL_A_001,2024-03-29,钢铁,螺纹钢,A类,14524.85,4981296.53,9743145.12,4693841.66,187266.79,91.4,342.95
STEEL_A_001,2024-03-30,钢铁,螺纹钢,A类,6367.62,2183775.09,4341051.79,2091338.01,82096.81,91.4,342.95
STEEL_A_001,2024-03-31,钢铁,螺纹钢,A类,8384.83,2875576.12,5676044.08,2734481.72,108104.37,91.4,342.95
STEEL_A_001,2024-04-01,钢铁,螺纹钢,A类,13725.3,4707092.85,9564065.67,4607568.64,176958.38,91.4,342.95
STEEL_A_001,2024-04-02,钢铁,螺纹钢,A类,16606.6,5695234.01,11112771.45,5353670.6,214106.54,91.4,342.95
STEEL_A_001,2024-04-03,钢铁,螺纹钢,A类,12925.82,4432909.73,8569642.01,4128496.72,166650.74,91.4,342.95
STEEL_A_001,2024-04-04,钢铁,螺纹钢,A类,15384.55,5276130.7,10477085.4,5047423.53,198350.78,91.4,342.95
STEEL_A_001,2024-04-05,钢铁,螺纹钢,A类,15003.25,5145363.43,10390878.2,5005892.49,193434.72,91.4,342.95
STEEL_A_001,2024-04-06,钢铁,螺纹钢,A类,3898.66,1337047.08,2823983.35,1360477.6,50264.93,91.4,342.95
STEEL_A_001,2024-04-07,钢铁,螺纹钢,A类,8045.95,2759359.56,5800826.59,2794596.73,103735.32,91.4,342.95
STEEL_A_001,2024-04-08,钢铁,螺纹钢,A类,13191.65,4524075.58,8859904.63,4268333.17,170078.03,91.4,342.95
STEEL_A_001,2024-04-09,钢铁,螺纹钢,A类,14092.49,4833020.73,10122329.64,4876516.98,181692.51,91.4,342.95
STEEL_A_001,2024-04-10,钢铁,螺纹钢,A类,16570.46,5682840.4,11224738.66,5407611.74,213640.62,91.4,342.95
STEEL_A_001,2024-04-11,钢铁,螺纹钢,A类,11789.68,4043270.7,8455104.32,4073317.23,152002.66,91.4,342.95
STEEL_A_001,2024-04-12,钢铁,螺纹钢,A类,15154.25,5197150.27,10699470.85,5154559.58,195381.59,91.4,342.95
STEEL_A_001,2024-04-13,钢铁,螺纹钢,A类,8340.63,2860419.43,6030740.34,2905359.61,107534.57,91.4,342.95
STEEL_A_001,2024-04-14,钢铁,螺纹钢,A类,9880.25,3388433.21,7155560.5,3447251.13,127384.71,91.4,342.95
STEEL_A_001,2024-04-15,钢铁,螺纹钢,A类,12435.21,4264655.44,8529471.77,4109144.37,160325.39,91.4,342.95
STEEL_A_001,2024-04-16,钢铁,螺纹钢,A类,16582.58,5686995.65,11989501.02,5776042.41,213796.83,91.4,342.95
STEEL_A_001,2024-04-17,钢铁,螺纹钢,A类,14432.51,4949630.17,10357750.05,4989932.73,186076.32,91.4,342.95
STEEL_A_001,2024-04-18,钢铁,螺纹钢,A类,13129.07,4502616.22,9487544.76,4570704.05,169271.29,91.4,342.95
STEEL_A_001,2024-04-19,钢铁,螺纹钢,A类,13498.31,4629245.55,9379310.29,4518561.19,174031.79,91.4,342.95
STEEL_A_001,2024-04-20,钢铁,螺纹钢,A类,8059.49,2764000.71,5469300.41,2634881.22,103909.8,91.4,342.95
STEEL_A_001,2024-04-21,钢铁,螺纹钢,A类,4477.52,1535565.83,3069964.04,1478980.86,57728.04,91.4,342.95
STEEL_A_001,2024-04-22,钢铁,螺纹钢,A类,16795.64,5760065.29,11458177.07,5520072.65,216543.81,91.4,342.95
STEEL_A_001,2024-04-23,钢铁,螺纹钢,A类,14145.74,4851280.11,10343163.75,4982905.66,182378.95,91.4,342.95
STEEL_A_001,2024-04-24,钢铁,螺纹钢,A类,15227.76,5222360.64,10214561.08,4920950.24,196329.35,91.4,342.95
STEEL_A_001,2024-04-25,钢铁,螺纹钢,A类,14785.95,5070842.74,10792080.18,5199174.9,190633.19,91.4,342.95
STEEL_A_001,2024-04-26,钢铁,螺纹钢,A类,11865.07,4069124.65,8223144.48,3961568.64,152974.61,91.4,342.95
STEEL_A_001,2024-04-27,钢铁,螺纹钢,A类,6295.72,2159116.43,4438665.89,2138364.42,81169.79,91.4,342.95
STEEL_A_001,2024-04-28,钢铁,螺纹钢,A类,6309.45,2163825.35,4435308.51,2136746.98,81346.82,91.4,342.95
STEEL_A_001,2024-04-29,钢铁,螺纹钢,A类,13364.35,4583304.18,8858653.65,4267730.5,172304.67,91.4,342.95
STEEL_A_001,2024-04-30,钢铁,螺纹钢,A类,15735.67,5396546.95,11218395.82,5404556.02,202877.71,91.4,342.95
STEEL_A_001,2024-05-01,钢铁,螺纹钢,A类,15359.61,5267576.97,10569679.8,5092031.66,198029.21,91.4,342.95
STEEL_A_001,2024-05-02,钢铁,螺纹钢,A类,12457.34,4272246.34,8542928.42,4115627.23,160610.76,91.4,342.95
STEEL_A_001,2024-05-03,钢铁,螺纹钢,A类,13984.6,4796018.19,9970326.96,4803288.41,180301.44,91.4,342.95
STEEL_A_001,2024-05-04,钢铁,螺纹钢,A类,5515.95,1891694.6,3812785.47,1836841.3,71116.34,91.4,342.95
STEEL_A_001,2024-05-05,钢铁,螺纹钢,A类,5622.35,1928183.46,3776073.46,1819154.98,72488.1,91.4,342.95
STEEL_A_001,2024-05-06,钢铁,螺纹钢,A类,14707.62,5043977.65,10442262.87,5030647.48,189623.22,91.4,342.95
STEEL_A_001,2024-05-07,钢铁,螺纹钢,A类,15879.57,5445897.31,10857397.58,5230642.11,204732.98,91.4,342.95
STEEL_A_001,2024-05-08,钢铁,螺纹钢,A类,12643.23,4335994.19,8632221.52,4158644.93,163007.3,91.4,342.95
STEEL_A_001,2024-05-09,钢铁,螺纹钢,A类,13773.21,4723523.1,9757116.88,4700572.67,177576.06,91.4,342.95
STEEL_A_001,2024-05-10,钢铁,螺纹钢,A类,13543.66,4644798.23,9177824.07,4421493.51,174616.47,91.4,342.95
STEEL_A_001,2024-05-11,钢铁,螺纹钢,A类,9072.4,3111378.2,6516441.61,3139350.25,116969.11,91.4,342.95
STEEL_A_001,2024-05-12,钢铁,螺纹钢,A类,4165.77,1428650.85,2910615.14,1402213.19,53708.68,91.4,342.95
STEEL_A_001,2024-05-13,钢铁,螺纹钢,A类,13925.24,4775659.8,10023856.82,4829076.87,179536.08,91.4,342.95
STEEL_A_001,2024-05-14,钢铁,螺纹钢,A类,15405.53,5283327.5,10451273.7,5034988.53,198621.33,91.4,342.95
STEEL_A_001,2024-05-15,钢铁,螺纹钢,A类,11399.49,3909453.57,7749595.1,3733432.26,146971.94,91.4,342.95
STEEL_A_001,2024-05-16,钢铁,螺纹钢,A类,14705.71,5043322.35,9820760.5,4731233.52,189598.58,91.4,342.95
STEEL_A_001,2024-05-17,钢铁,螺纹钢,A类,13842.34,4747231.71,9361621.31,4510039.37,178467.36,91.4,342.95
STEEL_A_001,2024-05-18,钢铁,螺纹钢,A类,7298.68,2503083.73,4961352.51,2390173.07,94100.89,91.4,342.95
STEEL_A_001,2024-05-19,钢铁,螺纹钢,A类,4380.93,1502439.48,3132923.87,1509312.28,56482.69,91.4,342.95
STEEL_A_001,2024-05-20,钢铁,螺纹钢,A类,13791.63,4729839.38,9549297.66,4600454.02,177813.51,91.4,342.95
STEEL_A_001,2024-05-21,钢铁,螺纹钢,A类,13646.18,4679956.88,9536942.7,4594501.92,175938.23,91.4,342.95
STEEL_A_001,2024-05-22,钢铁,螺纹钢,A类,11378.22,3902160.49,8214171.94,3957246.04,146697.76,91.4,342.95
STEEL_A_001,2024-05-23,钢铁,螺纹钢,A类,14490.62,4969559.24,10278352.29,4951682.19,186825.54,91.4,342.95
STEEL_A_001,2024-05-24,钢铁,螺纹钢,A类,16177.51,5548077.54,11793659.5,5681694.12,208574.34,91.4,342.95
STEEL_A_001,2024-05-25,钢铁,螺纹钢,A类,8434.12,2892479.87,6012824.3,2896728.4,108739.84,91.4,342.95
STEEL_A_001,2024-05-26,钢铁,螺纹钢,A类,8767.4,3006778.4,6145590.79,2960689.77,113036.78,91.4,342.95
STEEL_A_001,2024-05-27,钢铁,螺纹钢,A类,16252.95,5573950.35,11309670.47,5448528.35,209547.01,91.4,342.95
STEEL_A_001,2024-05-28,钢铁,螺纹钢,A类,12197.78,4183227.15,8626554.23,4155914.66,157264.18,91.4,342.95
STEEL_A_001,2024-05-29,钢铁,螺纹钢,A类,15015.58,5149591.99,10607937.89,5110462.81,193593.68,91.4,342.95
STEEL_A_001,2024-05-30,钢铁,螺纹钢,A类,11820.19,4053733.48,8069311.2,3887458.17,152396.0,91.4,342.95
STEEL_A_001,2024-05-31,钢铁,螺纹钢,A类,12434.13,4264286.05,8709129.58,4195696.03,160311.51,91.4,342.95
STEEL_A_001,2024-06-01,钢铁,螺纹钢,A类,4845.59,1661796.62,3445946.17,1660113.39,62473.56,91.4,342.95
STEEL_A_001,2024-06-02,钢铁,螺纹钢,A类,4789.34,1642504.08,3310266.96,1594748.8,61748.27,91.4,342.95
STEEL_A_001,2024-06-03,钢铁,螺纹钢,A类,13788.39,4728727.68,9337057.87,4498205.73,177771.72,91.4,342.95
STEEL_A_001,2024-06-04,钢铁,螺纹钢,A类,14610.22,5010574.47,10278077.89,4951550.0,188367.46,91.4,342.95
STEEL_A_001,2024-06-05,钢铁,螺纹钢,A类,15705.8,5386305.46,11247686.75,5418667.18,202492.69,91.4,342.95
STEEL_A_001,2024-06-06,钢铁,螺纹钢,A类,12031.36,4126154.88,8268893.96,3983608.83,155118.6,91.4,342.95
STEEL_A_001,2024-06-07,钢铁,螺纹钢,A类,15953.94,5471404.84,11634448.61,5604992.94,205691.91,91.4,342.95
STEEL_A_001,2024-06-08,钢铁,螺纹钢,A类,8093.3,2775596.58,5672093.27,2732578.38,104345.74,91.4,342.95
STEEL_A_001,2024-06-09,钢铁,螺纹钢,A类,5542.38,1900759.36,3757990.57,1810443.39,71457.12,91.4,342.95
STEEL_A_001,2024-06-10,钢铁,螺纹钢,A类,12301.79,4218899.64,8441343.25,4066687.72,158605.25,91.4,342.95
STEEL_A_001,2024-06-11,钢铁,螺纹钢,A类,14312.58,4908500.67,9650300.75,4649113.11,184530.1,91.4,342.95
STEEL_A_001,2024-06-12,钢铁,螺纹钢,A类,12690.94,4352358.34,8961694.37,4317371.23,163622.49,91.4,342.95
STEEL_A_001,2024-06-13,钢铁,螺纹钢,A类,11630.64,3988727.77,8166012.98,3934045.06,149952.17,91.4,342.95
STEEL_A_001,2024-06-14,钢铁,螺纹钢,A类,12222.32,4191646.07,8215915.76,3958086.14,157580.68,91.4,342.95
STEEL_A_001,2024-06-15,钢铁,螺纹钢,A类,4381.88,1502765.31,3019929.74,1454876.41,56494.94,91.4,342.95
STEEL_A_001,2024-06-16,钢铁,螺纹钢,A类,5448.74,1868645.78,3900448.24,1879073.57,70249.84,91.4,342.95
STEEL_A_001,2024-06-17,钢铁,螺纹钢,A类,14018.11,4807510.91,10103913.49,4867644.84,180733.49,91.4,342.95
STEEL_A_001,2024-06-18,钢铁,螺纹钢,A类,11746.62,4028502.05,7800824.87,3758112.63,151447.45,91.4,342.95
STEEL_A_001,2024-06-19,钢铁,螺纹钢,A类,15412.25,5285632.32,10590575.42,5102098.3,198707.98,91.4,342.95
STEEL_A_001,2024-06-20,钢铁,螺纹钢,A类,15285.32,5242101.36,10825168.19,5215115.33,197071.48,91.4,342.95
STEEL_A_001,2024-06-21,钢铁,螺纹钢,A类,16243.96,5570864.65,10991420.97,5295209.0,209431.0,91.4,342.95
STEEL_A_001,2024-06-22,钢铁,螺纹钢,A类,4279.15,1467533.47,2873637.39,1384398.85,55170.43,91.4,342.95
STEEL_A_001,2024-06-23,钢铁,螺纹钢,A类,7648.14,2622930.35,5185017.12,2497925.37,98606.4,91.4,342.95
STEEL_A_001,2024-06-24,钢铁,螺纹钢,A类,15459.66,5301891.55,10426682.17,5023141.35,199319.23,91.4,342.95
STEEL_A_001,2024-06-25,钢铁,螺纹钢,A类,15001.88,5144895.04,10062197.42,4847547.77,193417.11,91.4,342.95
STEEL_A_001,2024-06-26,钢铁,螺纹钢,A类,16584.43,5687629.19,11116212.96,5355328.58,213820.65,91.4,342.95
STEEL_A_001,2024-06-27,钢铁,螺纹钢,A类,11430.47,3920078.67,8115541.49,3909730.0,147371.38,91.4,342.95
STEEL_A_001,2024-06-28,钢铁,螺纹钢,A类,15425.44,5290153.88,10992473.49,5295716.05,198877.97,91.4,342.95
STEEL_A_001,2024-06-29,钢铁,螺纹钢,A类,6964.61,2388513.99,4920476.03,2370480.49,89793.76,91.4,342.95
STEEL_A_001,2024-06-30,钢铁,螺纹钢,A类,7425.93,2546723.23,5361947.15,2583162.89,95741.47,91.4,342.95
STEEL_A_001,2024-07-01,钢铁,螺纹钢,A类,13183.64,4521330.54,10561891.0,5088279.34,169974.83,91.4,342.95
STEEL_A_001,2024-07-02,钢铁,螺纹钢,A类,14562.71,4994281.5,11102399.55,5348673.85,187754.94,91.4,342.95
STEEL_A_001,2024-07-03,钢铁,螺纹钢,A类,13325.8,4570082.58,10078381.14,4855344.42,171807.62,91.4,342.95
STEEL_A_001,2024-07-04,钢铁,螺纹钢,A类,16286.18,5585344.15,12049549.32,5804971.18,209975.34,91.4,342.95
STEEL_A_001,2024-07-05,钢铁,螺纹钢,A类,16189.27,5552111.47,12794598.42,6163904.81,208726.0,91.4,342.95
STEEL_A_001,2024-07-06,钢铁,螺纹钢,A类,6974.85,2392026.24,5466137.74,2633357.58,89925.8,91.4,342.95
STEEL_A_001,2024-07-07,钢铁,螺纹钢,A类,6439.3,2208358.45,5079852.98,2447261.66,83020.99,91.4,342.95
STEEL_A_001,2024-07-08,钢铁,螺纹钢,A类,13959.97,4787571.73,10649887.56,5130672.42,179983.9,91.4,342.95
STEEL_A_001,2024-07-09,钢铁,螺纹钢,A类,14121.47,4842959.75,11183053.29,5387529.47,182066.16,91.4,342.95
STEEL_A_001,2024-07-10,钢铁,螺纹钢,A类,13963.24,4788693.0,11086887.22,5341200.66,180026.05,91.4,342.95
STEEL_A_001,2024-07-11,钢铁,螺纹钢,A类,12693.32,4353174.74,9838326.96,4739696.31,163653.19,91.4,342.95
STEEL_A_001,2024-07-12,钢铁,螺纹钢,A类,12087.01,4145241.06,9571284.73,4611046.48,155836.13,91.4,342.95
STEEL_A_001,2024-07-13,钢铁,螺纹钢,A类,4820.56,1653211.87,3799371.55,1830379.02,62150.82,91.4,342.95
STEEL_A_001,2024-07-14,钢铁,螺纹钢,A类,8597.88,2948641.62,6718526.57,3236706.38,110851.19,91.4,342.95
STEEL_A_001,2024-07-15,钢铁,螺纹钢,A类,11652.58,3996252.94,9306215.15,4483346.99,150235.07,91.4,342.95
STEEL_A_001,2024-07-16,钢铁,螺纹钢,A类,12659.87,4341700.89,9704865.38,4675400.07,163221.84,91.4,342.95
STEEL_A_001,2024-07-17,钢铁,螺纹钢,A类,15488.89,5311914.2,12043547.59,5802079.79,199696.02,91.4,342.95
STEEL_A_001,2024-07-18,钢铁,螺纹钢,A类,14618.54,5013426.93,10802990.01,5204430.8,188474.7,91.4,342.95
STEEL_A_001,2024-07-19,钢铁,螺纹钢,A类,13177.84,4519341.77,9934283.63,4785924.24,169900.07,91.4,342.95
STEEL_A_001,2024-07-20,钢铁,螺纹钢,A类,6941.48,2380579.04,5341737.5,2573426.73,89495.45,91.4,342.95
STEEL_A_001,2024-07-21,钢铁,螺纹钢,A类,8100.87,2778194.1,6120838.18,2948764.99,104443.39,91.4,342.95
STEEL_A_001,2024-07-22,钢铁,螺纹钢,A类,14017.27,4807223.01,10513505.93,5064969.42,180722.67,91.4,342.95
STEEL_A_001,2024-07-23,钢铁,螺纹钢,A类,11517.21,3949826.95,8532425.46,4110567.34,148489.74,91.4,342.95
STEEL_A_001,2024-07-24,钢铁,螺纹钢,A类,14730.56,5051845.0,10980415.14,5289906.84,189918.99,91.4,342.95
